Mapping Rule ID,QBC Tag,QBC 中文名稱,Source specification,Source SHA-256,Source condition,Source cardinality,Source datatype,Current bridge input,Target source evidence,Canonical fact,Projection role,Target Resource,Target Element,Target datatype,Target cardinality,Target profile canonical,Target profile version,Semantic alignment canonical,Semantic alignment version,Terminology/ConceptMap,Map relationship,Transform rule,Null handling,Repeat handling,Information-loss policy,Round-trip policy,Technical status,Approval gates,Release status
QBC-MAP-D038,D038,(術後) 哨兵淋巴結,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D039,D039,(術後) 哨兵淋巴結：陽性顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,TM02=1 AND D038=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D040,D040,(術後) 哨兵淋巴結：哨兵淋巴結顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND D038 IN (0,1)",0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D041,D041,(術後) 腋下淋巴結,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D042,D042,(術後) 腋下淋巴結：陽性顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,TM02=1 AND D041=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D043,D043,(術後) 腋下淋巴結：腋下淋巴結顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND D041 IN (0,1)",0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D044,D044,(術後) 淋巴結陽性數量,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueBoolean,boolean,1..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D045,D045,(術後) 淋巴結陽性數量：Micro-Metastasis 顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND D044=1 (AT LEAST ONE OF D045,D046)",0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D046,D046,(術後) 淋巴結陽性數量：Macro-Metastasis 顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND D044=1 (AT LEAST ONE OF D045,D046)",0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D047,D047,(術後) 手術時顯微鏡下腫瘤大小,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,decimal,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,1..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-tumor-size-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,parse decimal; set UCUM system and code 'cm',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED,ready-for-human-review
QBC-MAP-D048,D048,(術後) ER,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85329-1 + UCUM %; qualitative and percentage values remain separate QBC observations,related-to,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D049,D049,(術後) ER 數值,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,TM02=1 AND D048=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-quantity-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85329-1 + UCUM %; qualitative and percentage values remain separate QBC observations,related-to,parse decimal; set UCUM system and code '%',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D050,D050,(術後) PR,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85339-0 (presence); 85325-9 (%); assay=immune stain; preserve original QBC value,related-to,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; TERM-PR; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D051,D051,(術後) PR 數值,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,TM02=1 AND D050=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-quantity-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85339-0 (presence); 85325-9 (%); assay=immune stain; preserve original QBC value,related-to,parse decimal; set UCUM system and code '%',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; TERM-PR; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D052,D052,(術後) HER2,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D053,D053,(術後) HER2：FISH,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,TM02=1 AND D052=2,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85318-4 (breast specimen FISH); 31150-6 fallback; use 85318-4 only when breast specimen and FISH are confirmed,related-to,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; TERM-HER2-FISH; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D054,D054,(術後) Ki-67,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D055,D055,(術後) Ki-67 數值,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,TM02=1 AND D054=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-quantity-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,parse decimal; set UCUM system and code '%',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D056,D056,(術後) BRCA 1/2,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-genomic-variant,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D057,D057,(術後) PD-L1,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"TM02=1 AND DIAG_TYPE IN (1,2)",0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,"No fixed LOINC without clone/assay; candidates 83052-1, 83055-4, 83057-0; QBC lacks clone, CPS/TPS and threshold; preserve raw value and method metadata",unmatched,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossy for assay/clone/CPS/TPS because QBC does not carry them; do not infer,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-TM02-SURGERY-POSTOP-REQUIRED; TERM-PDL1; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D058,D058,(復發) 診斷日期,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,date,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"pathology, imaging or signed clinical DiagnosticReport",diagnosis or treatment-related clinical fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Condition,Condition.onsetDateTime,dateTime,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Condition-twcore,1.0.0,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-primary-cancer-condition,4.0.0,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D059,D059,(復發) 診斷院所,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"pathology, imaging or signed clinical DiagnosticReport",diagnosis or treatment-related clinical fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Encounter,Encounter.extension[qbc-diagnosis-facility-class],CodeableConcept,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Encounter-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossy unless actual Organization is also supplied; 1/2 only records same/other facility,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-D060,D060,(復發) 臨床期別 T,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-primary-tumor-category,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
