tag,label,source_rule,required_when,validation_checks,rule_id,implementation,automated_test,technical_status,clinical_review_status
D049,(術後) ER 數值,※(術後) ER「D048」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D048=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-RANGE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D049,(術後) ER 數值,※(術後) ER「D048」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D048=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-D049-ER,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D050,(術後) PR,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D050,(術後) PR,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D050,(術後) PR,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D050,(術後) PR,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D050,(術後) PR,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D051,(術後) PR 數值,※「D050」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D050=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D051,(術後) PR 數值,※「D050」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D050=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D051,(術後) PR 數值,※「D050」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D050=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-INTEGER,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D051,(術後) PR 數值,※「D050」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D050=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-RANGE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D051,(術後) PR 數值,※「D050」為[1：陽性]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D050=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-D051-PR,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D052,(術後) HER2,X：未檢驗 0：IHC 0 (negative or score 0) 1：IHC 1+(negative or score 1+) 2：IHC 2+(equivocal or score 2+) 3：IHC 3+(positive or score 3+),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D052,(術後) HER2,X：未檢驗 0：IHC 0 (negative or score 0) 1：IHC 1+(negative or score 1+) 2：IHC 2+(equivocal or score 2+) 3：IHC 3+(positive or score 3+),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D052,(術後) HER2,X：未檢驗 0：IHC 0 (negative or score 0) 1：IHC 1+(negative or score 1+) 2：IHC 2+(equivocal or score 2+) 3：IHC 3+(positive or score 3+),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D052,(術後) HER2,X：未檢驗 0：IHC 0 (negative or score 0) 1：IHC 1+(negative or score 1+) 2：IHC 2+(equivocal or score 2+) 3：IHC 3+(positive or score 3+),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D052,(術後) HER2,X：未檢驗 0：IHC 0 (negative or score 0) 1：IHC 1+(negative or score 1+) 2：IHC 2+(equivocal or score 2+) 3：IHC 3+(positive or score 3+),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D053,(術後) HER2：FISH,※「D052」為[2：IHC 2+(equivocal or score 2+)]時，才需填寫。 0：negative 1：positive,TM02=1 AND D052=2,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D053,(術後) HER2：FISH,※「D052」為[2：IHC 2+(equivocal or score 2+)]時，才需填寫。 0：negative 1：positive,TM02=1 AND D052=2,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D053,(術後) HER2：FISH,※「D052」為[2：IHC 2+(equivocal or score 2+)]時，才需填寫。 0：negative 1：positive,TM02=1 AND D052=2,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D053,(術後) HER2：FISH,※「D052」為[2：IHC 2+(equivocal or score 2+)]時，才需填寫。 0：negative 1：positive,TM02=1 AND D052=2,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D053,(術後) HER2：FISH,※「D052」為[2：IHC 2+(equivocal or score 2+)]時，才需填寫。 0：negative 1：positive,TM02=1 AND D052=2,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-D053-HER2,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D054,(術後) Ki-67,0：未檢驗 1：有檢驗,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D054,(術後) Ki-67,0：未檢驗 1：有檢驗,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D054,(術後) Ki-67,0：未檢驗 1：有檢驗,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D054,(術後) Ki-67,0：未檢驗 1：有檢驗,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D054,(術後) Ki-67,0：未檢驗 1：有檢驗,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D055,(術後) Ki-67 數值,※ 「D054」為[1：有檢驗]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D054=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D055,(術後) Ki-67 數值,※ 「D054」為[1：有檢驗]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D054=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D055,(術後) Ki-67 數值,※ 「D054」為[1：有檢驗]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D054=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-INTEGER,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D055,(術後) Ki-67 數值,※ 「D054」為[1：有檢驗]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D054=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-FORMAT-RANGE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D055,(術後) Ki-67 數值,※ 「D054」為[1：有檢驗]時，才需填寫。 填入範圍值：01-100 整數百分比(%),TM02=1 AND D054=1,Big5 encodability | max length 3 | integer format | numeric range | conditional requiredness | cross-field business rules,QBC-D055-KI67,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D056,(術後) BRCA 1/2,X：未檢驗 0：無突變 1：有突變,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D056,(術後) BRCA 1/2,X：未檢驗 0：無突變 1：有突變,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D056,(術後) BRCA 1/2,X：未檢驗 0：無突變 1：有突變,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D056,(術後) BRCA 1/2,X：未檢驗 0：無突變 1：有突變,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D056,(術後) BRCA 1/2,X：未檢驗 0：無突變 1：有突變,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D057,(術後) PD-L1,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D057,(術後) PD-L1,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D057,(術後) PD-L1,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D057,(術後) PD-L1,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D057,(術後) PD-L1,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D058,(復發) 診斷日期,固定8碼，西元年（YYYYMMDD），例如1980年12月6日，則填寫：19801206,DIAG_TYPE=3,Big5 encodability | max length 8 | date format | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D058,(復發) 診斷日期,固定8碼，西元年（YYYYMMDD），例如1980年12月6日，則填寫：19801206,DIAG_TYPE=3,Big5 encodability | max length 8 | date format | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D058,(復發) 診斷日期,固定8碼，西元年（YYYYMMDD），例如1980年12月6日，則填寫：19801206,DIAG_TYPE=3,Big5 encodability | max length 8 | date format | conditional requiredness | cross-field business rules,QBC-FORMAT-DATE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D058,(復發) 診斷日期,固定8碼，西元年（YYYYMMDD），例如1980年12月6日，則填寫：19801206,DIAG_TYPE=3,Big5 encodability | max length 8 | date format | conditional requiredness | cross-field business rules,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D059,(復發) 診斷院所,1：本院 2：他院,DIAG_TYPE=3,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D059,(復發) 診斷院所,1：本院 2：他院,DIAG_TYPE=3,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D059,(復發) 診斷院所,1：本院 2：他院,DIAG_TYPE=3,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D059,(復發) 診斷院所,1：本院 2：他院,DIAG_TYPE=3,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D059,(復發) 診斷院所,1：本院 2：他院,DIAG_TYPE=3,Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D060,(復發) 臨床期別 T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D060,(復發) 臨床期別 T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D060,(復發) 臨床期別 T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D060,(復發) 臨床期別 T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D060,(復發) 臨床期別 T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D061,(復發) 臨床期別 N,N0：無區域淋巴結轉移（影像學或臨床檢查） N1mi：微小轉移(0.2-2mm) N1：轉移至同側可移動的 I、II 區腋窩淋巴結 N2：轉移至同側 I、II 區腋窩淋巴結，臨床表現為固定或融合；或轉移至同側內乳淋巴結，但無腋窩淋巴結轉移 N3：轉移至同側鎖骨下（III 區腋窩）淋巴結，伴或不伴 I、II 區腋窩淋巴結受累；或轉移至同側內乳淋巴結，伴隨 I、II 區腋窩淋巴結轉移；或同側鎖骨上淋巴結轉移，伴隨或不伴隨腋窩或內乳淋巴結受累 Nx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D061,(復發) 臨床期別 N,N0：無區域淋巴結轉移（影像學或臨床檢查） N1mi：微小轉移(0.2-2mm) N1：轉移至同側可移動的 I、II 區腋窩淋巴結 N2：轉移至同側 I、II 區腋窩淋巴結，臨床表現為固定或融合；或轉移至同側內乳淋巴結，但無腋窩淋巴結轉移 N3：轉移至同側鎖骨下（III 區腋窩）淋巴結，伴或不伴 I、II 區腋窩淋巴結受累；或轉移至同側內乳淋巴結，伴隨 I、II 區腋窩淋巴結轉移；或同側鎖骨上淋巴結轉移，伴隨或不伴隨腋窩或內乳淋巴結受累 Nx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D061,(復發) 臨床期別 N,N0：無區域淋巴結轉移（影像學或臨床檢查） N1mi：微小轉移(0.2-2mm) N1：轉移至同側可移動的 I、II 區腋窩淋巴結 N2：轉移至同側 I、II 區腋窩淋巴結，臨床表現為固定或融合；或轉移至同側內乳淋巴結，但無腋窩淋巴結轉移 N3：轉移至同側鎖骨下（III 區腋窩）淋巴結，伴或不伴 I、II 區腋窩淋巴結受累；或轉移至同側內乳淋巴結，伴隨 I、II 區腋窩淋巴結轉移；或同側鎖骨上淋巴結轉移，伴隨或不伴隨腋窩或內乳淋巴結受累 Nx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D061,(復發) 臨床期別 N,N0：無區域淋巴結轉移（影像學或臨床檢查） N1mi：微小轉移(0.2-2mm) N1：轉移至同側可移動的 I、II 區腋窩淋巴結 N2：轉移至同側 I、II 區腋窩淋巴結，臨床表現為固定或融合；或轉移至同側內乳淋巴結，但無腋窩淋巴結轉移 N3：轉移至同側鎖骨下（III 區腋窩）淋巴結，伴或不伴 I、II 區腋窩淋巴結受累；或轉移至同側內乳淋巴結，伴隨 I、II 區腋窩淋巴結轉移；或同側鎖骨上淋巴結轉移，伴隨或不伴隨腋窩或內乳淋巴結受累 Nx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D061,(復發) 臨床期別 N,N0：無區域淋巴結轉移（影像學或臨床檢查） N1mi：微小轉移(0.2-2mm) N1：轉移至同側可移動的 I、II 區腋窩淋巴結 N2：轉移至同側 I、II 區腋窩淋巴結，臨床表現為固定或融合；或轉移至同側內乳淋巴結，但無腋窩淋巴結轉移 N3：轉移至同側鎖骨下（III 區腋窩）淋巴結，伴或不伴 I、II 區腋窩淋巴結受累；或轉移至同側內乳淋巴結，伴隨 I、II 區腋窩淋巴結轉移；或同側鎖骨上淋巴結轉移，伴隨或不伴隨腋窩或內乳淋巴結受累 Nx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D062,(復發) 臨床期別 M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D062,(復發) 臨床期別 M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D062,(復發) 臨床期別 M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D062,(復發) 臨床期別 M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D062,(復發) 臨床期別 M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,DIAG_TYPE=3,Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D063,(復發) 癌症臨床分期：TNM 計算結果,"預設為空白，由系統自動計算「D060」、「D061」、「D062」三欄英文代號值合併結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D060」填入[T4]，「D061」填入[N0]，「D062」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D060」填入[T4]，「D061」填入[Nx]，「D062」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage則需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0： ['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']",DIAG_TYPE=3,Big5 encodability | max length 20 | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D063,(復發) 癌症臨床分期：TNM 計算結果,"預設為空白，由系統自動計算「D060」、「D061」、「D062」三欄英文代號值合併結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D060」填入[T4]，「D061」填入[N0]，「D062」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D060」填入[T4]，「D061」填入[Nx]，「D062」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage則需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0： ['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']",DIAG_TYPE=3,Big5 encodability | max length 20 | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D063,(復發) 癌症臨床分期：TNM 計算結果,"預設為空白，由系統自動計算「D060」、「D061」、「D062」三欄英文代號值合併結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D060」填入[T4]，「D061」填入[N0]，「D062」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D060」填入[T4]，「D061」填入[Nx]，「D062」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage則需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0： ['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']",DIAG_TYPE=3,Big5 encodability | max length 20 | conditional requiredness | cross-field business rules,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
